playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8477501,2024,Valeri Nichushkin,COL,R,other,21,1870,29,14.84,0.55,0.61,0.47,0.48,0.49,0.48,63,5.56,2.52,0.36,0.65,0.15,2.48,0.84,2.34,2.52,2.34,0,1,4,3,2,9,4,3,0,0,1,0,2,1,1,4,0,0,0,0,0,2,3,0,4,0.18,0,2.35,0,0,3,9,7,7,1,0.12,0,0,2.64,2.64,2.44,29,10,6,0,13,1,1,12,15,0,2,1510,0,0,0,2,25.24,7.77,7.53,7.77,7.53,20,14,11,45,7,1,0,17,6,11,0.76,0.83,6.18,1,0,6,45,34,34,0.48,0.17,0.17,8.07,8.07,7.85,24.46,6.33,6.14,6.33,6.14,25,10,16,51,7,4,0,17,7,11,0.68,0.83,4.83,0,1,6,51,35,35,0.48,1,1,5.82,5.82,5.68,6.13,3.86,31,34,0,0,0,0,0,0
8477501,2024,Valeri Nichushkin,COL,R,all,21,24732,485,18.45,0.51,0.51,0.54,0.5,0.52,0.5,76,52.85,9.25,3.78,10.79,1.62,27.63,17.93,8.81,9.37,8.94,3,3,52,19,24,95,17,11,4,4,12,0,24,20,41,60,2,4,3,18,3,17,47,14,10,1.89,1.86,5.5,2,1,8,95.07,71,71.4,5,0.87,1.18,2.57,7.54,7.63,7.25,485,102,59,52,272,61,68,78,278,3,3,51168,4,4,2,10,228.3,27.02,26.05,27.35,26.38,220,97,145,462,32,14,6,238,51,28,6.99,6.36,13.67,8,7,17,463.29,317,320.04,3.63,4.48,4.48,26.17,26.47,25.66,216.28,25.79,24.4,25.56,24.2,207,86,104,397,24,31,3,205,51,37,6.36,6.75,12.68,9,5,10,394.87,293,290.86,3.27,8.1,8.23,20.83,20.69,20.22,38.64,37.2,806,809,0,0,0,0,0,0
8477501,2024,Valeri Nichushkin,COL,R,5on5,21,17217,358,18.45,0.45,0.52,0.52,0.52,0.5,0.52,107,39.23,4.18,2.68,8.99,1.26,21.54,15.36,4.09,4.3,4.21,3,2,40,14,22,76,11,6,4,2,11,0,19,14,34,48,1,2,1,18,3,13,40,11,3,1.63,1.49,1.06,2,1,3,76.06,54,54.41,4,0.56,1.18,0.68,4.06,4.14,4.09,358,60,40,42,216,49,50,53,206,1,0,44149,2,4,2,6,146.59,12.29,11.97,12.62,12.3,144,60,102,306,19,8,4,157,39,8,4.79,4.85,2.65,6,7,6,307.29,204,207.04,1.91,2.11,2.11,12.09,12.39,12.19,153.6,14.75,13.88,14.53,13.68,145,63,78,286,12,20,3,158,31,19,4.6,4.11,6.04,7,1,4,283.87,208,205.86,1.99,5.79,5.92,10.83,10.68,10.44,27.94,25.32,723,667,0.31,0.6,10,16,8,12
8477501,2024,Valeri Nichushkin,COL,R,4on5,21,1852,54,16.67,0.05,0.14,0.13,0.18,0.15,0.21,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,12,3,38,5,15,4,30,2,0,3207,2,0,0,0,5.22,0.18,0.18,0.18,0.18,5,2,0,7,0,0,0,7,0,0,0.18,0,0,0,0,0,7,7,7,0.05,0,0,0.23,0.23,0.23,29.94,3.83,3.55,3.83,3.55,30,9,10,49,4,5,0,23,10,6,0.92,1.32,1.59,2,2,0,49,39,39,0.7,0.94,0.94,3.59,3.59,3.5,0.96,5.77,17,80,0.07,0,1,0,1,0
8477501,2024,Valeri Nichushkin,COL,R,5on4,21,3793,44,18.18,0.89,0.51,0.9,0.71,0.87,0.67,75,8.07,2.54,0.74,1.15,0.21,3.62,1.74,2.39,2.54,2.39,0,0,8,2,0,10,2,2,0,2,0,0,3,5,6,8,0,0,0,0,0,2,4,3,3,0.08,0.37,2.09,0,0,2,10,10,10,0,0.19,0,1.9,0.84,0.84,0.73,44,31,1,7,5,6,2,9,27,0,1,1665,0,0,0,2,51.25,6.78,6.36,6.78,6.36,51,21,32,104,6,5,2,57,6,9,1.26,0.68,4.84,1,0,5,104,72,72,1.2,2.19,2.19,5.78,5.78,5.39,8.28,0.87,0.83,0.87,0.83,7,4,0,11,1,2,0,7,3,1,0.16,0.49,0.22,0,1,0,11,11,11,0.1,0.37,0.37,0.6,0.6,0.59,1.02,0.97,24,10,0,0,1,0,0,0
8480113,2024,Alex Iafallo,WPG,L,other,56,899,23,10.39,0.53,0.54,0.42,0.46,0.43,0.47,155,0.38,0.06,0.05,0.07,0.03,0.6,0.19,0.06,0.06,0.06,1,1,0,1,2,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0.06,0,0,0,0,0,3,1,1,1,0.01,0,0,0.07,0.07,0.07,23,1,9,1,12,1,0,8,14,0,1,2997,0,2,1,2,6.96,3.57,3,3.57,3,8,4,4,16,5,0,0,7,0,5,0.31,0,3.26,0,0,5,16,12,12,0.12,0,0,3.63,3.63,3.04,11.97,3.12,2.95,3.12,2.95,12,4,6,22,2,1,0,6,6,4,0.25,0.63,2.24,0,0,2,22,16,16,0.31,0.11,0.11,3.32,3.32,3.12,9.87,8.42,67,80,0,0,0,0,0,0
8480113,2024,Alex Iafallo,WPG,L,all,56,43381,1007,23.64,0.51,0.52,0.48,0.49,0.5,0.49,487,74.48,8.15,5.15,16.19,2.81,42.11,32.59,7.83,8.18,7.86,9,2,76,31,22,129,19,8,8,0,9,0,42,40,68,99,5,13,7,27,20,24,68,33,6,2.02,4.03,2.1,3,3,2,130.36,107,107.76,10,1.12,1.94,1.93,7.34,7.4,7.31,1007,89,184,144,590,135,120,146,606,7,8,159282,13,15,6,39,342.24,35.2,32.95,35.37,33.13,315,159,143,617,43,39,5,349,84,41,9.49,10.27,15.44,15,11,17,624.52,474,478.75,4.95,8.5,8.5,31.59,31.82,30.6,337.45,33.96,32.67,33.97,32.68,290,180,203,673,26,33,2,341,88,41,8.24,10.39,15.33,8,6,12,664.32,470,466.54,5.72,4.98,4.98,34.7,34.64,33.82,139.75,126.88,2600,2720,0,0,0,0,0,0
8480113,2024,Alex Iafallo,WPG,L,5on5,56,32345,736,23.64,0.54,0.52,0.51,0.49,0.54,0.49,558,56.08,6.03,3.87,12.98,2.13,31.48,23.52,5.75,6.06,5.78,4,1,53,27,17,97,9,4,6,0,6,0,33,31,49,76,4,11,4,26,13,19,51,25,4,1.63,3.15,1.25,3,1,0,98.36,80,80.76,6,0.81,1.65,1.93,4.91,4.97,4.93,736,63,105,121,447,107,91,93,445,4,6,136815,11,9,3,31,262.37,20.64,19.93,20.8,20.11,235,128,118,481,22,28,3,282,63,18,7.5,7.74,5.4,12,6,4,488.52,363,367.75,3.3,5.54,5.54,18.39,18.62,18.4,220.75,17.87,17.42,17.87,17.42,182,129,148,459,13,17,2,231,64,16,5.9,7.79,4.17,5,6,2,450.32,311,307.54,3,3.07,3.07,17.8,17.75,17.5,96.88,89.7,2182,2281,0.93,0.17,32,13,21,8
8480113,2024,Alex Iafallo,WPG,L,4on5,56,5900,149,21.18,0.06,0.15,0.07,0.11,0.08,0.15,125,4.79,0.19,0.12,0.55,0.14,1.29,3.7,0.19,0.19,0.19,0,0,5,1,1,7,0,0,0,0,0,0,2,4,5,6,0,0,3,0,5,3,5,1,0,0.08,0.11,0,0,0,0,7,6,6,3,0.03,0,0,0.22,0.22,0.22,149,0,68,16,65,8,21,26,94,3,0,7495,0,0,0,0,9.02,0.83,0.8,0.83,0.8,9,2,2,13,0,0,0,6,3,2,0.11,0.31,0.41,0,0,0,13,11,11,0.1,0,0,0.93,0.93,0.89,98.93,12.76,12.09,12.76,12.09,89,46,47,182,11,15,0,97,17,21,1.99,1.85,8.92,3,0,8,182,135,135,2.35,1.8,1.8,13.3,13.3,12.93,2.65,15.07,29,229,0,0,0,0,0,0
8480113,2024,Alex Iafallo,WPG,L,5on4,56,4237,99,21.68,0.98,0.86,0.91,0.82,0.92,0.79,323,13.23,1.86,1.11,2.6,0.51,8.73,5.18,1.83,1.86,1.83,4,0,18,2,2,22,8,4,2,0,3,0,6,5,14,16,1,2,0,1,1,1,11,7,2,0.24,0.77,0.85,0,2,2,22,20,20,0,0.27,0.29,0,2.13,2.13,2.1,99,25,2,6,66,19,8,19,53,0,1,8457,2,4,2,6,63.89,10.16,9.22,10.16,9.22,63,25,19,107,16,11,2,54,18,16,1.57,2.22,6.38,3,5,8,107,88,88,1.44,2.96,2.96,8.65,8.65,8.27,5.8,0.22,0.21,0.22,0.21,7,1,2,10,0,0,0,7,1,0,0.1,0.12,0,0,0,0,10,8,8,0.05,0,0,0.27,0.27,0.27,18.62,3.09,220,49,0,0,0,0,0,0
8480950,2024,Ilya Lyubushkin,DAL,D,other,53,1337,25,11.45,0.61,0.61,0.17,0.52,0.2,0.56,107,1.19,0.42,0.06,0.18,0.05,0.86,0.44,0.41,0.42,0.41,0,1,0,2,0,2,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0.01,0,0.4,0,0,0,2,2,2,0,0.02,0,0,0.43,0.43,0.43,25,0,12,1,12,0,4,3,18,0,0,3841,0,0,0,1,5.52,3.92,3.75,3.92,3.75,4,5,1,10,4,0,0,2,0,7,0.04,0,3.88,0,0,4,10,9,9,0.06,0,0,3.98,3.98,3.81,26.46,2.51,2.4,2.51,2.4,20,17,11,48,3,3,0,25,9,3,0.74,1.01,0.76,1,1,1,48,37,37,0.72,0.42,0.42,2.8,2.8,2.69,10.63,6.7,89,81,0,0,0,0,0,0
8480950,2024,Ilya Lyubushkin,DAL,D,all,53,53940,1177,11.1,0.45,0.58,0.42,0.57,0.43,0.55,233,39.66,1.59,1.92,10.85,1.36,23.43,17.86,1.56,1.59,1.56,4,7,30,27,35,92,11,0,3,0,9,0,17,28,30,57,8,16,0,62,11,59,55,1,1,1.08,0.11,0.4,0,0,0,93.15,57,57.25,44,0.39,0.62,0.03,1.94,1.96,1.92,1177,77,229,209,662,149,138,131,759,0,0,137984,16,8,4,82,385.24,38.91,37.43,38.78,37.35,354,173,191,718,38,43,1,365,114,48,10.68,14.04,14.18,17,10,11,722.73,527,528.8,5.09,7.63,8.1,35.9,36.03,35.22,515.85,47.15,45.35,47.04,45.24,477,224,273,974,42,47,4,518,129,54,14.33,14.82,18,14,17,11,966.22,701,696.55,8.08,10.73,10.73,44.5,44.36,43.56,141.28,102.73,2581,1983,0,0,0,0,0,0
8480950,2024,Ilya Lyubushkin,DAL,D,5on5,53,45423,1022,11.1,0.51,0.53,0.48,0.53,0.49,0.52,258,36.14,1.09,1.79,10.29,1.24,21.9,15.69,1.06,1.09,1.07,4,6,29,23,35,87,10,0,3,0,9,0,15,25,29,52,7,14,0,56,9,54,51,1,0,0.98,0.11,0,0,0,0,88.15,52,52.25,40,0.36,0.62,0.03,1.41,1.42,1.39,1022,71,126,202,623,144,117,113,648,0,0,109701,14,8,4,67,360.89,33.04,31.83,32.92,31.75,330,164,187,681,33,41,1,349,107,38,10.27,13.22,9.55,17,9,7,685.73,494,495.8,4.82,7.43,7.9,29.96,30.09,29.54,383.12,31.42,30.44,31.31,30.33,355,166,210,731,25,31,4,394,96,31,10.98,11.04,9.4,8,13,4,723.22,521,516.56,4.76,7.09,7.09,29.1,28.96,28.58,84.08,75.16,1890,1676,6.28,0.12,108,6,89,4
8480950,2024,Ilya Lyubushkin,DAL,D,4on5,53,7087,113,11.35,0.13,0.21,0.11,0.21,0.14,0.24,112,2.33,0.09,0.07,0.38,0.07,0.67,1.73,0.09,0.09,0.09,0,0,1,2,0,3,0,0,0,0,0,0,1,2,1,3,1,2,0,6,2,5,3,0,0,0.09,0,0,0,0,0,3,3,3,4,0.02,0,0,0.1,0.1,0.1,113,4,91,6,12,5,15,14,79,0,0,6468,2,0,0,0,18.14,1.9,1.81,1.9,1.81,19,4,1,24,1,2,0,13,7,3,0.33,0.83,0.75,0,1,0,24,23,23,0.2,0.2,0.2,1.91,1.91,1.83,106.27,13.22,12.51,13.22,12.51,102,41,52,195,14,13,0,99,24,20,2.61,2.77,7.84,5,3,6,195,143,143,2.6,3.22,3.22,12.6,12.6,12.3,1.95,7.3,34,126,0.18,0.04,2,1,2,1
8480950,2024,Ilya Lyubushkin,DAL,D,5on4,53,93,17,4.65,1,0.91,1,0.9,1,0.87,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,15,0,2,1,14,0,0,5829,0,0,0,3,0.69,0.04,0.04,0.04,0.04,1,0,1,2,0,0,0,1,0,0,0.04,0,0,0,0,0,2,1,1,0.01,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.72,1.09,170,19,0,0,0,0,0,0
8481719,2024,Maxwell Crozier,TBL,D,other,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8481719,2024,Maxwell Crozier,TBL,D,all,5,5007,101,1.25,0.58,0.54,0.52,0.51,0.5,0.54,23,8.8,0.4,0.47,2.98,0.28,4.6,3.28,0.37,0.4,0.38,0,0,8,4,7,19,0,0,1,0,1,0,4,6,8,12,0,0,0,11,0,6,11,0,1,0.16,0,0.24,0,0,0,19.26,12,12.07,4,0.1,0.14,0.24,0.26,0.26,0.24,101,10,11,17,63,11,14,12,64,0,0,13051,0,0,0,6,44.74,4.31,4.25,4.44,4.38,38,23,23,84,3,3,0,42,12,7,1.04,1.56,1.72,0,2,1,86.48,61,61.82,0.64,0.53,0.53,4.42,4.55,4.49,43.96,3.12,3.01,3.01,2.92,40,22,15,77,3,4,0,54,7,1,1.8,0.96,0.36,2,1,0,75.59,62,61.28,0.55,0.67,0.67,3,2.93,2.9,15.1,13.1,211,202,0,0,0,0,0,0
8481719,2024,Maxwell Crozier,TBL,D,5on5,5,4980,100,1.25,0.58,0.53,0.52,0.49,0.5,0.53,17,8.8,0.4,0.47,2.98,0.28,4.6,3.28,0.37,0.4,0.38,0,0,8,4,7,19,0,0,1,0,1,0,4,6,8,12,0,0,0,11,0,6,11,0,1,0.16,0,0.24,0,0,0,19.26,12,12.07,4,0.1,0.14,0.24,0.26,0.26,0.24,100,10,11,17,62,11,14,11,64,0,0,9979,0,0,0,6,44.74,4.31,4.25,4.44,4.38,38,23,23,84,3,3,0,42,12,7,1.04,1.56,1.72,0,2,1,86.48,61,61.82,0.64,0.53,0.53,4.42,4.55,4.49,43.96,3.12,3.01,3.01,2.92,40,22,15,77,3,4,0,54,7,1,1.8,0.96,0.36,2,1,0,75.59,62,61.28,0.55,0.67,0.67,3,2.93,2.9,8.18,7.27,151,155,0.16,0,5,0,4,0
8481719,2024,Maxwell Crozier,TBL,D,4on5,5,27,1,0.57,0,1,0,0.5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,2,2,0,0,0,0,0,0
8481719,2024,Maxwell Crozier,TBL,D,5on4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8477964,2024,Ivan Barbashev,VGK,C,other,46,1289,12,24.49,0.52,0.59,0.35,0.38,0.37,0.41,104,2.18,1.04,0.16,0.27,0.07,1.06,0.39,0.85,1.04,0.85,0,1,2,1,1,4,2,1,0,0,0,0,1,1,1,2,0,0,0,2,0,1,0,1,2,0,0.09,0.96,0,0,1,4,3,3,1,0.05,0,0.28,0.81,0.81,0.8,12,3,2,1,6,0,3,2,7,0,1,1944,0,0,0,3,13.37,4.83,3.85,4.83,3.85,10,8,5,23,2,4,0,4,5,9,0.2,0.59,4.05,0,0,2,23,18,18,0.34,1.29,1.29,3.88,3.88,3.16,22.47,4.53,4.12,4.53,4.12,20,11,11,42,1,3,0,15,10,6,0.63,1.45,2.45,0,0,1,42,31,31,0.59,1,1,4.13,4.13,3.83,8.86,6.21,40,65,0,0,0,0,0,0
8477964,2024,Ivan Barbashev,VGK,C,all,46,47054,882,33.65,0.52,0.53,0.51,0.5,0.5,0.51,210,89.1,11.89,6.37,19.91,3.08,45.26,33.49,10.59,11.97,10.67,13,6,76,44,30,150,34,15,7,0,13,0,42,43,61,105,3,6,7,83,15,57,67,39,14,2.69,4.91,4.29,5,9,1,150.41,120,120.73,17,1.39,1.94,2.43,10.85,10.93,9.99,882,135,96,147,504,162,115,138,467,7,12,120192,6,22,10,27,434.36,41.28,38.24,41.61,38.55,401,193,227,821,46,45,6,433,118,43,13.49,14.67,13.13,20,20,6,825.47,594,597.94,6.14,8.98,8.81,38.61,38.92,36.63,422.69,38.04,35.98,38.04,35.97,371,212,217,800,31,43,4,438,101,44,12.18,13.06,12.8,14,11,6,800.18,583,582.84,5.88,9.43,9.43,34.49,34.49,33.52,113.39,99.71,1966,1954,0,0,0,0,0,0
8477964,2024,Ivan Barbashev,VGK,C,5on5,46,43497,805,33.65,0.51,0.5,0.5,0.51,0.5,0.51,110,79.18,9.4,5.64,18.07,2.73,40.5,30.67,8.99,9.48,9.06,13,5,68,39,28,135,30,12,7,0,12,0,37,39,56,95,2,4,6,81,15,53,62,35,10,2.57,4.46,2.37,5,7,0,135.41,107,107.73,16,1.19,1.94,2.15,8.44,8.52,8.32,805,119,92,142,452,148,105,129,423,6,11,100312,4,22,10,24,394.19,33.85,32.51,34.17,32.82,365,175,209,749,42,40,6,403,105,32,12.61,13.12,8.12,20,18,4,753.47,540,543.94,5.29,7.66,7.49,31.65,31.96,31.13,395.35,33.11,31.45,33.1,31.44,346,200,203,749,29,40,4,419,90,37,11.46,11.51,10.14,13,11,5,749.18,546,545.84,5.22,8.44,8.44,29.88,29.89,29.21,68.56,68.03,1581,1550,0.67,0.23,13,12,11,8
8477964,2024,Ivan Barbashev,VGK,C,4on5,46,12,2,2.85,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,10,0,0,0,0,0,0
8477964,2024,Ivan Barbashev,VGK,C,5on4,46,2256,63,26.43,0.93,0.95,0.86,0.91,0.88,0.9,206,6.96,1.34,0.54,1.46,0.26,3.42,1.97,0.64,1.34,0.64,0,0,5,4,1,10,1,1,0,0,1,0,4,3,4,8,1,2,1,0,0,3,5,2,2,0.12,0.26,0.96,0,1,0,10,9,9,0,0.13,0,0,1.47,1.47,0.76,63,13,2,4,44,14,7,7,35,1,0,7101,2,0,0,0,26.02,2.49,1.78,2.49,1.78,25,10,13,48,1,1,0,26,7,2,0.67,0.85,0.96,0,1,0,48,35,35,0.49,0.03,0.03,2.95,2.95,2.22,3.91,0.19,0.19,0.19,0.19,4,1,3,8,1,0,0,4,1,0,0.09,0.1,0,1,0,0,8,5,5,0.04,0,0,0.23,0.23,0.23,24.11,1.27,223,22,0,0,0,0,0,0
8478493,2024,Joel Eriksson Ek,MIN,C,other,41,3182,24,22.95,0.43,0.58,0.41,0.35,0.41,0.41,96,6.14,1.51,0.46,1.15,0.23,3.54,2.11,1.48,1.51,1.48,1,1,5,4,1,10,2,0,0,0,1,0,3,5,5,9,0,0,27,1,1,3,3,5,1,0.13,0.59,0.8,0,0,0,10,9,9,2,0.14,0,0,1.65,1.65,1.61,24,4,6,4,10,0,3,9,12,27,29,1812,0,2,1,5,34.53,9.3,9,9.3,9,31,17,18,66,9,0,0,25,8,15,0.8,0.94,7.56,0,1,8,66,48,48,0.75,0,0,10.05,10.05,9.68,49.95,12.55,9.91,12.55,9.91,50,20,26,96,9,7,1,32,18,20,1.44,2.38,8.73,0,2,7,96,70,70,1.11,2.21,2.21,11.43,11.43,9.6,7.23,5.15,32,60,0,0,0,0,0,0
8478493,2024,Joel Eriksson Ek,MIN,C,all,41,48367,840,29.2,0.52,0.47,0.51,0.45,0.52,0.45,126,115.64,14.21,8.73,24.92,3.93,60.7,44.5,13.7,14.35,13.83,8,6,117,40,26,183,23,9,11,1,15,0,52,70,108,148,8,18,351,67,13,28,99,45,13,2.83,5.77,5.614,3,78,25,18,121,13,6,9,0,11,0,31,46,72,97,8,18,234,61,10,17,70,29,4,2.2,3.7,1.19,4,2,0,123.17,103,104.43,10,1.03,2.06,1.42,6.69,6.79,4,2,3,185.17,157,158.43,12,2.06,2.21,3.15,13.12,13.22,13,840,135,172,177,356,85,83,141,531,351,403,100713,18,24,12,31,462.39,48.09,46.06,48.55,46.51,438,200,214,852,46,50,3,472,112,54,12.49,13.79,21.8,15,12,19,862.84,638,645.69,7.52,8.84,8.84,46.77,47.24,45.86,427.88,44.16,39.96,44.14,39.91,413,185,205,803,37,43,4,455,87,56,12.98,10.29,20.89,7,11,19,794,598,592.73,6.83,8.98,8.98,42.02,41.93,39.26,68.11,77.42,1419,1767,0,0,0,0,0,0
8478493,2024,Joel Eriksson Ek,MIN,C,5on5,41,33763,649,29.2,0.54,0.48,0.52,0.46,0.52,0.46,209,76.06,7.09,4.98,17.68,2.54,39.91,30.8,6.95,7.22,7.08,,6.73,649,72,101,155,321,71,66,101,411,234,262,89290,18,18,9,22,295.61,22.93,22.16,23.38,22.61,280,128,145,553,21,34,2,317,74,17,8.94,9.18,4.81,14,6,1,563.84,408,415.69,3.8,5.97,6.06,20.67,21.14,20.86,262.53,19.51,18.45,19.48,18.4,245,125,141,511,14,26,2,304,45,21,8.09,5.25,6.17,4,6,4,502,370,364.73,3.37,5.11,5.11,17.77,17.68,17.36,52.81,57.63,1278,1523,0.95,1.16,19,24,15,21
