playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8476474,2024,Stefan Noesen,NJD,R,all,55,52301,1146,36.11,0.65,0.5,0.61,0.49,0.61,0.48,325,134.5,20.58,12.62,30.69,5.44,65.65,41.02,18.37,20.62,18.36,10,3,119,57,29,205,31,18,22,4,16,0,67,53,101,158,14,34,35,106,11,46,99,40,37,2.92,5.27,12.38,5,5,8,206.57,176,176.65,11,3.13,4.73,7.66,16.05,16.07,15.05,1146,187,134,178,647,124,118,177,727,35,36,147247,34,17,7,17,593.62,69.52,63.36,69.69,63.5,532,267,318,1117,62,86,6,544,158,97,15.56,19.49,34.47,19,20,23,1123.81,799,803.08,10.95,17.77,17.94,62.52,62.73,59.1,373.41,37.76,36.16,37.57,35.97,335,179,207,721,37,36,4,379,92,43,11.15,11.55,15.06,13,11,13,713.13,514,508.96,5.36,6.73,6.73,36.39,36.15,35.35,127.23,124.96,2345,2408,0,0,0,0,0,0
8476474,2024,Stefan Noesen,NJD,R,5on5,55,39512,926,36.11,0.55,0.53,0.54,0.51,0.54,0.5,395,75.17,8.65,5.59,18.53,2.98,37.98,28.27,7.76,8.69,7.76,7,2,64,38,19,121,17,8,10,2,8,0,35,41,56,94,12,30,25,96,11,29,69,18,15,2.14,2.26,4.25,4,1,3,122.57,102,102.65,10,1.18,2.19,3.65,6.18,6.2,6.02,926,105,119,164,538,105,99,130,592,25,24,121377,30,17,7,14,366.79,32.01,29.98,32.18,30.12,320,175,209,704,29,47,3,371,85,39,10.39,10.67,10.95,14,11,4,710.81,495,499.08,4.94,9.1,9.28,27.67,27.87,27.28,309.74,25.82,25.03,25.63,24.83,273,154,181,608,26,29,4,328,74,25,9.61,9.28,6.94,12,10,4,600.13,427,421.96,4.22,5.51,5.51,24.52,24.28,23.94,88.89,79.78,1986,1880,1.79,1.62,39,35,29,31
8476474,2024,Stefan Noesen,NJD,R,4on5,55,1944,59,24.66,0.11,0.15,0.13,0.15,0.14,0.17,177,1.58,0.14,0.07,0.19,0.03,0.55,1.02,0.14,0.14,0.14,0,0,2,0,0,2,0,0,1,0,0,0,0,1,2,2,0,0,4,2,0,2,1,1,0,0.01,0.13,0,0,0,0,2,2,2,1,0.02,0.01,0,0.16,0.16,0.16,59,0,9,2,48,5,4,6,44,4,4,9328,0,0,0,1,2.57,0.16,0.16,0.16,0.16,4,0,2,6,0,1,0,3,1,0,0.04,0.13,0,0,0,0,6,4,4,0.04,0.01,0,0.2,0.2,0.2,18.08,1.26,1.21,1.26,1.21,18,7,14,39,0,2,0,21,3,1,0.53,0.44,0.29,0,0,0,39,25,25,0.43,0.31,0.31,1.38,1.38,1.36,3.04,17.32,43,245,0,0,0,1,0,0
8476474,2024,Stefan Noesen,NJD,R,5on4,55,8087,113,34.56,0.9,0.86,0.88,0.86,0.88,0.82,221,45,8.18,5.79,9.76,1.85,20.67,9.74,7.35,8.18,7.35,3,1,42,14,8,64,10,6,10,2,6,0,25,9,36,50,2,4,4,6,0,13,27,14,15,0.69,1.99,5.5,0,3,3,64,56,56,0,1.56,2.18,3.17,6.57,6.57,6.1,113,76,1,10,26,12,8,25,68,4,1,6170,4,0,0,2,168.07,25.23,22.6,25.23,22.6,164,60,72,296,24,26,3,135,51,38,3.75,6.03,15.44,3,6,15,296,224,224,4.43,5.46,5.46,24.18,24.18,22.15,25.02,2.96,2.8,2.96,2.8,26,6,7,39,2,2,0,20,7,5,0.56,0.98,1.42,1,1,0,39,32,32,0.33,0.58,0.58,2.71,2.71,2.69,11.48,1.79,172,29,0,0.22,1,2,0,2
8476467,2024,Jamie Oleksiak,SEA,D,other,57,2386,26,10.07,0.62,0.34,0.28,0.55,0.33,0.54,93,1.52,0.7,0.13,0.34,0.05,0.44,0.35,0.42,0.7,0.42,1,2,1,1,0,2,3,0,0,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,2,0,0,0.7,0,0,0,2,2,2,2,0.03,0,0.33,0.4,0.4,0.16,26,2,14,3,7,1,3,8,14,0,0,3799,0,0,0,5,16.66,11.41,11.04,11.41,11.04,16,10,3,29,11,1,0,5,2,19,0.22,0.32,10.88,0,0,11,29,26,26,0.19,0.33,0.33,11.27,11.27,10.95,38.49,7.08,5.71,7.08,5.71,35,18,22,75,4,4,1,29,11,13,1.18,1.27,4.63,1,0,3,75,53,53,1.05,1,1,7.13,7.13,5.86,6.91,13.29,92,75,0,0,0,0,0,0
8476467,2024,Jamie Oleksiak,SEA,D,all,57,64851,1201,6.25,0.4,0.5,0.38,0.52,0.39,0.53,210,67.8,3.13,3.41,18.64,2.22,36.74,29.86,2.77,3.13,2.76,5,4,52,42,40,134,13,4,6,0,19,0,28,37,48,90,7,14,0,44,11,66,87,3,4,1.55,0.39,1.2,4,0,0,132.91,94,93.51,46,0.69,0.72,1.01,2.82,2.81,2.54,1201,84,255,205,657,155,139,180,727,0,0,142025,14,10,4,119,461.64,44.98,43.75,44.94,43.72,376,266,237,879,37,40,1,496,96,50,13.27,12.29,19.43,13,10,14,872.51,642,640.34,5.84,7.46,7.39,43.43,43.36,42.53,729.38,68.8,64.86,69.62,65.66,636,384,402,1422,67,73,8,778,163,79,22.61,20.05,26.15,24,25,18,1447.19,1020,1035.63,12.16,12.63,12.92,68.04,68.74,65.57,118.08,118.5,2438,2215,0,0,0,0,0,0
8476467,2024,Jamie Oleksiak,SEA,D,5on5,57,53339,1038,6.25,0.44,0.46,0.45,0.49,0.45,0.49,235,64.67,2.4,3.25,17.98,2.13,35.87,28.36,2.32,2.4,2.31,4,2,49,41,40,130,10,4,6,0,19,0,26,35,45,86,6,12,0,37,11,56,85,3,2,1.52,0.39,0.5,4,0,0,128.91,90,89.51,36,0.65,0.72,0.68,2.37,2.37,2.34,1038,80,158,183,617,145,119,141,633,0,0,116274,12,8,3,90,421.67,30.6,29.77,30.56,29.74,336,250,229,815,26,37,1,472,90,24,12.59,11.49,6.52,13,10,3,808.51,586,584.34,5.31,6.85,6.79,29.13,29.07,28.6,510.33,39.54,38.36,40.36,39.16,446,269,292,1007,41,51,6,566,115,34,15.96,14.18,9.4,18,20,3,1032.19,715,730.63,6.7,8.88,9.16,37.07,37.76,37.18,71.61,83.57,1827,1909,3,0.07,76,9,58,8
8476467,2024,Jamie Oleksiak,SEA,D,4on5,57,8835,117,7.05,0.1,0.21,0.08,0.13,0.1,0.15,94,1.61,0.03,0.03,0.32,0.04,0.43,1.15,0.03,0.03,0.03,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,2,1,2,0,7,0,8,2,0,0,0.03,0,0,0,0,0,2,2,2,8,0.01,0,0,0.04,0.04,0.04,117,0,82,17,18,8,15,25,69,0,0,3582,2,0,0,0,21.27,2.39,2.35,2.39,2.35,23,4,4,31,0,2,0,18,3,6,0.44,0.39,1.55,0,0,0,31,27,27,0.28,0.27,0.27,2.39,2.39,2.36,180.56,22.18,20.8,22.18,20.8,155,97,88,340,22,18,1,183,37,32,5.46,4.6,12.12,5,5,12,340,252,252,4.41,2.76,2.76,23.83,23.83,22.53,1.71,6.45,18,121,0.26,0,4,0,3,0
8476467,2024,Jamie Oleksiak,SEA,D,5on4,57,291,20,3.2,1,0.94,1,0.92,1,0.92,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,1,2,15,1,2,6,11,0,0,5893,0,0,0,7,2.04,0.58,0.58,0.58,0.58,1,2,1,4,0,0,0,1,1,1,0.02,0.09,0.47,0,0,0,4,3,3,0.05,0,0,0.63,0.63,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.12,0.68,143,13,0,0,0,0,0,0
8478414,2024,Timo Meier,NJD,R,other,56,3064,37,34.92,0.61,0.65,0.7,0.53,0.67,0.58,200,11.28,3.07,1.06,1.86,0.43,6.01,2.56,2.95,3.07,2.95,2,0,8,7,6,21,5,3,2,0,1,0,6,3,5,12,0,0,1,4,0,3,6,6,3,0.26,0.85,1.96,1,1,1,21,15,15,1,0.3,0.36,0.68,2.69,2.69,2.59,37,11,3,1,22,8,4,13,12,1,1,4695,0,0,0,3,58.34,12.23,10.89,12.23,10.89,47,32,39,118,7,12,1,39,21,19,1.62,2.75,7.86,1,2,4,118,79,79,1.48,3.05,3.05,10.66,10.66,9.92,27.41,7.65,6.99,7.65,6.99,26,13,12,51,12,5,0,17,9,13,0.7,1.04,5.91,3,1,8,51,39,39,0.5,0.74,0.74,7.42,7.42,7.01,16.92,9.22,90,81,0,0,0,0,0,0
8478414,2024,Timo Meier,NJD,R,all,56,58565,1179,49.57,0.61,0.52,0.58,0.49,0.57,0.48,272,195.1,20.93,13.43,44.9,6.38,101.9,72.45,19.77,21.14,20,13,10,159,101,93,353,38,15,23,2,29,0,80,113,144,245,13,32,6,91,14,47,181,57,22,5.79,7.21,7.94,5,5,5,359.38,260,264.84,15,2.95,5.25,5.94,17.95,18.22,17.7,1179,151,149,189,690,180,147,186,666,6,12,144953,32,26,13,45,633.44,67.33,62.92,67.77,63.33,561,296,392,1249,54,86,9,610,162,85,18.16,20.31,28.86,19,15,20,1261.74,857,864.56,9.95,19.23,19.05,58.22,58.64,56.81,461.81,43.03,40.99,42.93,40.87,416,225,267,908,31,47,4,482,114,45,13.69,14.28,15.07,13,7,11,898.51,641,635.62,6.14,9.51,9.51,39.66,39.45,38.54,133.14,122.75,2239,2327,0,0,0,0,0,0
8478414,2024,Timo Meier,NJD,R,5on5,56,49974,1036,49.57,0.57,0.51,0.54,0.5,0.54,0.48,160,157.65,15.1,10.21,37.64,5.1,79.89,61.05,14.22,15.32,14.45,7,9,126,83,74,283,25,9,18,2,22,0,61,99,117,200,12,30,4,84,12,41,149,44,16,4.83,5.46,4.83,4,2,3,289.38,209,213.84,13,2.13,3.48,4.87,12.38,12.64,12.38,1036,110,144,182,600,148,135,158,595,4,9,114951,30,26,13,42,494.31,44.02,41.58,44.47,41.99,432,239,292,963,36,65,5,499,120,52,14.44,14.83,14.75,17,9,10,975.74,671,678.56,6.71,12.68,12.5,38.23,38.65,37.88,413.94,33.39,32.04,33.29,31.93,372,202,251,825,18,40,4,446,96,32,12.21,12.02,9.16,9,6,3,815.51,574,568.62,5.37,8.54,8.54,30.23,30.01,29.51,77.78,75.63,1743,1772,1.17,0.86,24,22,18,18
8478414,2024,Timo Meier,NJD,R,4on5,56,61,7,6.27,0,0.07,0,0.16,0,0.17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,6,0,0,1,6,0,0,2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,8.33,14,72,0,0,0,0,0,0
8478414,2024,Timo Meier,NJD,R,5on4,56,5466,99,46.12,0.86,0.9,0.85,0.88,0.81,0.87,256,25.3,2.62,2.1,5.28,0.83,15.63,8.55,2.46,2.62,2.46,3,1,24,11,13,48,7,3,3,0,6,0,13,10,21,32,1,2,1,2,2,3,26,6,3,0.7,0.77,1.15,0,2,1,48,35,35,1,0.51,1.4,0.39,2.73,2.73,2.57,99,30,2,5,62,24,8,14,53,1,0,8564,2,0,0,0,77.65,10.66,10.06,10.66,10.06,78,25,60,163,10,9,3,71,18,14,2.04,2.37,6.25,1,3,6,163,103,103,1.7,3.5,3.5,8.86,8.86,8.57,18.03,1.77,1.75,1.77,1.75,17,7,4,28,1,2,0,15,9,0,0.55,1.22,0,1,0,0,28,24,24,0.21,0.23,0.23,1.76,1.76,1.75,26.64,3.04,292,40,0,0,1,0,0,0
8482665,2024,Matty Beniers,SEA,C,other,57,3764,53,26.61,0.47,0.47,0.64,0.5,0.57,0.53,198,7.4,2.12,0.58,1.33,0.36,4.36,2.26,1.54,2.12,1.54,1,3,8,3,11,22,6,2,1,0,1,0,3,4,6,9,0,0,19,0,0,3,3,5,3,0.13,0.8,1.19,0,1,1,22,11,11,0,0.18,0.33,0.17,2.12,2.12,1.5,53,14,7,6,26,10,5,8,30,19,21,4903,0,0,0,2,49.56,10.42,9.14,10.42,9.14,47,24,40,111,9,4,0,39,17,15,1.46,2.17,6.78,2,2,5,111,71,71,1.08,1.08,1.08,10.41,10.41,9.26,34.46,11.95,11.23,11.95,11.23,27,26,10,63,7,2,0,26,5,22,0.98,0.54,10.43,1,0,6,63,53,53,0.61,0.51,0.51,12.05,12.05,11.35,13.51,15.09,109,108,0.1,0,2,1,2,0
8482665,2024,Matty Beniers,SEA,C,all,57,63359,1192,30.37,0.52,0.44,0.53,0.45,0.53,0.46,167,118.94,11.82,8.4,26.82,4.1,70.27,48.58,10.85,11.67,10.72,9,9,101,69,54,224,31,13,10,1,19,0,60,68,88,157,6,12,404,29,20,49,125,35,10,4.19,4.65,2.97,6,6,1,221.73,170,168.42,12,1.88,2.2,1.65,12.04,11.94,11.1,1192,196,144,242,610,172,160,153,707,404,450,143517,12,34,17,50,566.5,53.78,50,53.47,49.71,511,286,302,1099,48,49,5,615,132,50,17.5,16.89,19.39,20,17,11,1086.52,797,789.22,8.71,10.48,11.03,51.47,51.1,49.19,503.51,50.51,48.54,51.22,49.22,423,275,266,964,38,42,3,528,110,60,14.89,13.8,21.82,12,13,13,981.46,698,710.32,6.79,8.04,8.32,48.98,49.44,47.94,109.29,136.8,2218,2673,0,0,0,0,0,0
8482665,2024,Matty Beniers,SEA,C,5on5,57,50615,989,30.37,0.47,0.45,0.48,0.47,0.49,0.47,169,89.95,7.99,6,21.12,3,51.58,38.31,7.71,7.85,7.58,7,5,77,51,36,164,21,9,8,1,17,0,41,53,68,119,5,10,342,29,19,40,99,23,6,3.48,2.96,1.56,6,3,0,161.73,128,126.42,11,1.24,1.56,1.25,7.99,7.88,7.79,989,119,125,218,527,144,140,123,582,342,380,118998,10,30,15,48,405.74,29.55,28.75,29.23,28.46,361,209,214,784,33,36,5,467,82,21,13.09,10.75,5.71,18,12,3,771.52,570,562.22,5.18,5.89,6.44,28.29,27.91,27.53,429.04,33.77,32.62,34.48,33.31,360,232,248,840,27,39,3,467,94,31,13.25,11.82,8.7,11,12,4,857.46,592,604.32,5.54,7.52,7.8,31.51,31.97,31.3,72.66,89.35,1858,2076,1.35,0.57,33,22,25,17
8482665,2024,Matty Beniers,SEA,C,4on5,57,758,30,11.49,0.09,0.08,0.12,0.08,0.1,0.11,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,11,3,16,3,6,9,12,11,13,6281,0,2,1,0,1.33,0.2,0.2,0.2,0.2,1,1,1,3,0,0,0,1,1,0,0.01,0.19,0,0,0,0,3,2,2,0.01,0,0,0.21,0.21,0.21,13.17,1.92,1.82,1.92,1.82,12,6,5,23,3,0,0,13,3,2,0.22,0.4,1.31,0,1,2,23,18,18,0.31,0,0,2.24,2.24,2.13,1.42,15.4,21,229,0,0,0,0,0,0
8482665,2024,Matty Beniers,SEA,C,5on4,57,8222,120,29.91,0.84,0.92,0.84,0.87,0.82,0.85,210,20.74,1.7,1.8,4.22,0.72,14.02,7.54,1.59,1.7,1.59,1,1,15,15,6,36,4,2,1,0,1,0,15,11,13,28,1,2,31,0,1,6,22,7,1,0.58,0.9,0.23,0,2,0,36,30,30,1,0.44,0.31,0.23,1.92,1.92,1.8,120,63,1,15,41,15,9,13,83,31,7,7248,2,0,0,0,105.83,13.18,11.47,13.18,11.47,99,50,45,194,6,9,0,106,29,14,2.9,3.38,6.89,0,3,3,194,149,149,2.37,3.51,3.51,12.04,12.04,11.67,25.12,2.54,2.53,2.54,2.53,23,10,3,36,1,1,0,21,8,4,0.43,1.04,1.07,0,0,1,36,33,33,0.29,0.01,0.01,2.81,2.81,2.8,16.71,1.45,185,28,0,0.01,0,1,0,1
8479337,2024,Alex DeBrincat,DET,R,other,55,2107,23,29.92,0.42,0.59,0.71,0.38,0.67,0.43,125,11.69,2.57,1.02,2.07,0.45,6.68,2.2,1.59,2.57,1.59,2,0,11,4,2,17,5,3,2,1,2,1,4,3,8,12,0,0,0,0,1,1,4,7,4,0.16,0.96,1.46,0,1,2,17,15,15,0,0.32,0.7,1.15,1.74,1.74,1.06,23,9,1,1,12,3,2,9,9,0,2,2722,0,0,0,0,36.47,7.55,6.06,7.55,6.06,33,15,22,70,5,7,1,18,19,11,0.71,2.43,4.41,1,1,3,70,48,48,0.95,2.17,2.17,6.34,6.34,5.3,15.79,10.46,10.31,10.46,10.31,16,8,4,28,12,0,0,6,2,16,0.24,0.16,10.05,2,0,10,28,24,24,0.18,0,0,10.63,10.63,10.48,10.97,7.62,51,83,0,0,0,0,0,0
8479337,2024,Alex DeBrincat,DET,R,all,55,57784,1114,46.41,0.59,0.44,0.58,0.44,0.59,0.43,213,163.55,19.5,12.05,35.92,5.27,87.73,57.53,17.9,19.44,17.83,14,8,152,66,60,278,46,24,15,2,18,1,71,89,128,194,6,12,23,17,22,43,135,60,23,4.57,7.06,7.88,4,11,9,277.63,218,217.14,12,2.77,4.33,3.75,18.53,18.5,17.52,1114,242,106,170,596,169,142,190,613,23,22,142533,12,36,18,22,611.54,66.22,61.82,65.98,61.58,560,268,296,1124,67,59,6,569,182,77,16.97,21.51,27.73,19,24,24,1118.47,828,824.66,10.38,14.14,14.14,62.46,62.33,59.55,425.18,45.21,43.33,45.71,43.81,401,183,218,802,44,36,4,434,98,52,12.62,12.23,20.36,20,9,15,811.53,584,588.88,5.54,7.58,7.6,43.15,43.55,42.75,103.45,132.19,2006,2532,0,0,0,0,0,0
8479337,2024,Alex DeBrincat,DET,R,5on5,55,46000,975,46.41,0.49,0.45,0.5,0.47,0.5,0.45,222,108.7,9.25,6.87,26.49,3.54,57.95,42.9,8.97,9.18,8.89,2,5,102,45,48,195,21,14,9,1,12,0,45,67,88,133,6,12,17,17,20,37,111,29,7,3.82,3.38,2.05,4,7,3,194.63,147,146.14,12,1.42,2.14,1.78,8.89,8.86,8.77,975,147,104,158,566,144,136,151,544,17,13,121068,12,32,16,22,391.83,31.69,30.62,31.46,30.39,356,180,204,740,29,32,2,414,93,29,12.17,10.87,8.65,13,12,4,734.47,536,532.66,5.02,7.43,7.43,29.27,29.14,28.77,387.71,32.49,30.8,32.99,31.29,366,166,207,739,30,36,4,411,87,34,11.76,10.86,9.87,17,9,4,748.53,532,536.88,5.08,7.58,7.6,29.97,30.38,29.77,70.81,86.19,1737,1970,0.92,0.5,33,12,24,9
8479337,2024,Alex DeBrincat,DET,R,4on5,55,66,8,6.53,0,0.09,0,0.15,0,0.16,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1,0,1,6,0,0,2167,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4.2,12,67,0,0,0,0,0,0
8479337,2024,Alex DeBrincat,DET,R,5on4,55,9611,108,45.2,0.94,0.94,0.92,0.9,0.91,0.89,133,40.91,7.51,4.05,6.95,1.21,22.12,11.15,7.18,7.51,7.18,8,3,36,17,10,63,17,6,4,0,3,0,21,19,30,47,0,0,6,0,1,5,18,23,12,0.51,2.64,4.37,0,2,4,63,53,53,0,1,1.49,0.82,7.7,7.7,7.49,108,86,1,11,10,21,4,29,54,6,1,4987,0,0,0,0,175.53,26.35,24.5,26.35,24.5,162,72,68,302,30,19,3,131,66,37,3.88,7.79,14.67,4,9,17,302,234,234,4.19,4.51,4.51,26.02,26.02,24.66,16.74,1.66,1.63,1.66,1.63,16,6,6,28,1,0,0,13,8,1,0.39,1.05,0.22,1,0,0,28,22,22,0.2,0,0,1.87,1.87,1.82,9.76,0.65,148,16,0,0.02,0,2,0,1
8478507,2024,John Marino,UTA,D,other,14,594,6,3.93,0.28,0.48,0.43,0.63,0.43,0.57,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,2,2,1,0,2,0,4,0,0,715,0,0,0,2,6.72,1.15,1.07,1.15,1.07,5,4,3,12,0,2,0,4,3,2,0.21,0.38,0.55,0,0,0,12,9,9,0.16,0.43,0.43,0.88,0.88,0.86,8.77,2.96,2.96,2.96,2.96,10,2,4,16,3,0,0,7,1,4,0.19,0.17,2.6,0,0,3,16,12,12,0.12,0,0,3.08,3.08,3.08,3.6,3.86,22,13,0,0,0,0,0,0
8478507,2024,John Marino,UTA,D,all,14,18378,381,8.9,0.47,0.54,0.52,0.52,0.52,0.53,30,15.92,1.25,0.89,4.63,0.69,8.51,6.03,1.1,1.27,1.12,3,2,16,6,14,36,5,0,3,0,4,0,8,7,16,22,0,0,0,3,3,17,19,1,2,0.44,0.17,0.64,0,0,0,36.59,22,22.49,11,0.18,0.91,0.69,0.75,0.77,0.72,381,36,58,54,233,52,54,56,219,0,0,33183,0,2,1,19,175.51,16.35,15.4,16.4,15.46,155,83,87,325,15,20,3,170,50,18,4.99,6.02,5.34,4,6,5,328.12,238,240.65,2.38,4.29,4.29,14.44,14.51,14.09,165.26,18.59,18.04,18.7,18.16,142,79,82,303,16,19,4,158,44,19,4.65,5.89,8.05,4,5,7,303,221,221.1,2.47,4.59,4.59,16.47,16.56,16.28,30.44,25.57,569,524,0,0,0,0,0,0
8478507,2024,John Marino,UTA,D,5on5,14,15717,331,8.9,0.53,0.51,0.55,0.5,0.56,0.51,35,15.11,1.23,0.87,4.45,0.65,8.25,5.56,1.08,1.25,1.1,3,2,15,6,12,33,5,0,3,0,4,0,8,6,15,21,0,0,0,3,3,16,18,1,2,0.41,0.17,0.64,0,0,0,33.59,21,21.49,11,0.18,0.91,0.69,0.72,0.74,0.69,331,31,41,45,214,50,44,44,193,0,0,27525,0,2,1,15,152.76,13.25,12.51,13.31,12.57,139,68,79,286,13,17,2,150,44,13,4.29,5.28,3.68,4,6,3,289.12,207,209.65,1.95,3.44,3.44,11.76,11.83,11.54,122.43,11.55,11.19,11.66,11.3,105,60,65,230,9,12,3,120,34,11,3.65,4.51,3.39,4,2,3,230,165,165.1,1.55,3.09,3.09,10.02,10.11,9.93,19.77,18.68,445,443,1.44,0.02,34,1,29,1
